Code,Name,NameLong,Lat,Long,Cbseg,WaterBody,Description,Datum,CityCounty,Tidal,Comments,Fips,Huc12,State,Huc6Name
LCCD.CoopersRun,Coopers Run,Coopers Run,39.831417,-76.025528,,Muddy Run-East Branch Octoraro Creek,"Mount Eden Road - downstream, in cropland",NAD83,Lancaster County,FALSE,,42071,020503061403,Pennsylvania,
TUCCC.CORECR001,CORECR001,Corey Creek,41.800567,-77.047383,,Corey Creek,Corey Creek,NAD83,Tioga County,FALSE,,42117,020501040906,Pennsylvania,
GCWD.COWRIV34.68,COWRIV34.68,Cowanesque River 34.68,41.92933,-77.628583,,Headwaters Cowanesque River,Cowanesque River 34.68,NAD83,Potter County,FALSE,,42105,020501040801,Pennsylvania,Upper Susquehanna
GCWD.CROCRE13.23,CROCRE13.23,Crooked Creek 12.23,41.84242,-77.27702,,Middle Crooked Creek,Crooked Creek 12.23,NAD83,Tioga County,FALSE,n/a,42117,020501040606,Pennsylvania,Upper Susquehanna
TUCCC.CROOCR001,CROOCR001,Crooked Creek,41.84493,-77.27932,,Middle Crooked Creek,Crooked Creek,NAD83,Tioga County,FALSE,,42117,020501040606,Pennsylvania,
TUCCC.CROOCR002,CROOCR002,Crooked Creek,41.85919,-77.30723,,Middle Crooked Creek,Crooked Creek,NAD83,Tioga County,FALSE,,42117,020501040606,Pennsylvania,
TUCCC.CUSHHO001,CUSHHO001,Cushing Hollow,41.821461,-77.708164,,Genesee Forks,Cushing Hollow,NAD83,Potter County,FALSE,,42105,020502050203,Pennsylvania,
LCCD.CW1,CW1,Little Conowingo Cr. - CW1,39.76356,-76.1679,,Conowingo Creek,Goat Hill Rd.,NAD83,Lancaster County,FALSE,DTU,42071,020503061711,Pennsylvania,
LCCD.CW2,CW2,Conowingo Cr. - CW2,39.77364,-76.1702223,,Conowingo Creek,Wakefield,NAD83,Lancaster County,FALSE,DTU,42071,020503061711,Pennsylvania,
LCCD.CW3,CW3,Conowingo Cr. - CW3,39.8588,-76.20147,,Conowingo Creek,Scotland Rd.,NAD83,Lancaster County,FALSE,DTU,42071,020503061711,Pennsylvania,
LCCD.CW4,CW4,Conowingo Cr. - CW4,39.8304,-76.1892,,Conowingo Creek,Weaver Farm / Cardinal Drive,NAD83,Lancaster County,FALSE,DTU restoration site,42071,020503061711,Pennsylvania,
TUCCC.DAMRUN001,DAMRUN001,Damon Run,41.326683,-77.354867,,Little Pine Creek-Pine Creek,Damon Run,NAD83,Lycoming County,FALSE,,42081,020502050506,Pennsylvania,
TUCCC.DAMRUN002,DAMRUN002,Damon Run,41.329433,-77.344467,,Little Pine Creek-Pine Creek,Damon Run,NAD83,Lycoming County,FALSE,,42081,020502050506,Pennsylvania,
CCWA.DC00.9,DC00.9,Doubling Creek 00.9,40.201195,-77.417339,,Doubling Gap Creek,Doubling Creek 00.9,NAD83,Cumberland County,FALSE,,42041,020503050307,Pennsylvania,Lower Susquehanna
TUCCC.DIXIRU001,DIXIRU001,Dixie Run,41.55859,-77.33154,,Long Run-Babb Creek,Dixie Run,NAD83,Tioga County,FALSE,,42117,020502050405,Pennsylvania,
GCWD.DODHOLRUN0.32,DODHOLRUN0.32,Dodge Hollow Run 0.32,41.9225,-77.62645,,Headwaters Cowanesque River,Dodge Hollow Run 0.32,NAD83,Potter County,FALSE,,42105,020501040801,Pennsylvania,Upper Susquehanna
TUCCC.DRIFBR001,DRIFBR001,Driftwood Branch (Emporium),41.508195,-78.235766,,Driftwood Branch Sinnemahoning Creek-Sinnemahoning Creek,Driftwood Branch (Emporium),NAD83,Cameron County,FALSE,,42023,020502020207,Pennsylvania,
TUCCC.DRIFBR002,DRIFBR002,Driftwood Branch (Emporium),41.581891,-78.440491,,Elk Fork-Driftwood Branch Sinnemahoning Creek,Driftwood Branch (Emporium),NAD83,Elk County,FALSE,,42047,020502020201,Pennsylvania,
TUCCC.DRYRUN001,DRYRUN001,Dry Run,41.34325,-77.654133,,Rattlesnake Run-West Branch Susquehanna River,Dry Run,NAD83,Clinton County,FALSE,,42035,020502030402,Pennsylvania,
CCWA.DS01.0,DS01.0,Dykeman Spring 01.0,40.027322,-77.507586,,Middle Spring Creek,Dykeman Spring 01.0,NAD83,Cumberland County,FALSE,,42041,020503050302,Pennsylvania,Lower Susquehanna
TUCCC.DYKECR001,DYKECR001,Dyke Creek,41.69343,-77.155667,,Headwaters Babb Creek,Dyke Creek,NAD83,Tioga County,FALSE,,42117,020502050401,Pennsylvania,
GCWD.EASFORSINCRE10.25,EASFORSINCRE10.25,East Fork Sinnemahong Creek 10.25,41.609215,-77.88983333,,East Fork Sinnemahoning Creek,East Fork Sinnemahong Creek 10.25,NAD83,Potter County,FALSE,,42105,020502020405,Pennsylvania,West Branch Susquehanna
GCWD.EASFORSINCRE11.03,EASFORSINCRE11.03,East Fork Sinnemahong Creek 11.03,41.61528833,-77.87932361,,East Fork Sinnemahoning Creek,East Fork Sinnemahong Creek 11.03,NAD83,Potter County,FALSE,,42105,020502020405,Pennsylvania,West Branch Susquehanna
GCWD.EASFORSINCRE12.53,EASFORSINCRE12.53,,41.62841306,-77.860145,,East Fork Sinnemahoning Creek,East Fork Sinnemahong Creek 12.53,NAD83,Potter County,FALSE,,42105,020502020405,Pennsylvania,West Branch Susquehanna
TUCCC.EBCORU001,EBCORU001,East Branch of Cowley Run,41.59678,-78.18343,,Cowley Run,East Branch of Cowley Run,NAD83,Cameron County,FALSE,,42023,020502020101,Pennsylvania,
TUCCC.EFSICR004,EFSICR004,East Fork Sinnemahoning Creek,41.628357,-77.86037,,East Fork Sinnemahoning Creek,East Fork Sinnemahoning Creek,NAD83,Potter County,FALSE,,42105,020502020405,Pennsylvania,
TUCCC.EFSICR005,EFSICR005,East Fork Sinnemahoning Creek,41.529465,-78.014285,,East Fork Sinnemahoning Creek,East Fork Sinnemahoning Creek,NAD83,Potter County,FALSE,,42105,020502020405,Pennsylvania,
TUCCC.ELKLRU001,ELKLRU001,Elk Run,41.521832,-78.02645,,Middle First Fork Sinnemahoning Creek,Elk Run,NAD83,Potter County,FALSE,,42105,020502020406,Pennsylvania,
TUCCC.ELKRU001,ELKRU001,Elk Run,41.38018,-76.47466,,Big Run-Muncy Creek,Elk Run,NAD83,Sullivan County,FALSE,,42113,020502060801,Pennsylvania,
TUCCC.ELKRU002,ELKRU002,Elk Run,41.84803,-77.01248,,Gaffers Creek-Elk Run,Elk Run,NAD83,Tioga County,FALSE,,42117,020501040701,Pennsylvania,
TUCCC.ELKRU003,ELKRU003,Elk Run,41.71212,-77.578533,,Elk Run,Elk Run,NAD83,Tioga County,FALSE,,42117,020502050206,Pennsylvania,
TUCCC.ELMIHO001,ELMIHO001,Elevenmile Hollow,41.62445,-78.03195,,Upper First Fork Sinnemahoning Creek,Elevenmile Hollow,NAD83,Potter County,FALSE,,42105,020502020403,Pennsylvania,
TUCCC.ENGLRU001,ENGLRU001,English Run,41.35423,-77.34771,,Little Pine Creek-Pine Creek,English Run,NAD83,Lycoming County,FALSE,,42081,020502050506,Pennsylvania,
TUCCC.ENGLRU002,ENGLRU002,English Run,41.44385,-77.29762,,Little Pine Creek-Pine Creek,English Run,NAD83,Lycoming County,FALSE,,42081,020502050506,Pennsylvania,
CCCD.ENORUN0.47,ENORUN0.47,Enola Run 0.47,40.28072,-76.933674,,Conodoguinet Creek-Susquehanna River,Enola Run below the old landfill,NAD83,Cumberland County,FALSE,,42041,020503050408,Pennsylvania,Lower Susquehanna
TUCCC.FAHNRU001,FAHNRU001,Fahnestock Run,41.57997,-77.47319,,Cedar Run,Fahnestock Run,NAD83,Tioga County,FALSE,,42117,020502050602,Pennsylvania,
TUCCC.FALLCR001,FALLCR001,Falls Creek,41.64132,-76.593672,,Millstone Creek-Schrader Creek,Falls Creek,NAD83,Bradford County,FALSE,,42015,020501060202,Pennsylvania,
TUCCC.FFSICR002,FFSICR002,First Fork Sinnemahoning Creek,41.4511,-78.04667,,Middle First Fork Sinnemahoning Creek,First Fork Sinnemahoning Creek,NAD83,Cameron County,FALSE,,42023,020502020406,Pennsylvania,
TUCCC.FIBIFO001,FIBIFO001,First Big Fork,41.40055,-77.49464,,Trout Run,First Big Fork,NAD83,Lycoming County,FALSE,,42081,020502050605,Pennsylvania,
CCST.FISCRE0.49,FISCRE0.49,,40.98158,-76.47238,,Fishing Creek-Susquehanna River,Fishing Creek 2,NAD83,Columbia County,FALSE,,42037,020501070707,Pennsylvania,
LCCD.Fish1,Fish1,Fishing Cr. - Fish1,39.831478,-76.245341,,Fishing Creek-Susquehanna River,"Scalpy Hollow Rd., LCC Nature Preserve (North Preserve)",NAD83,Lancaster County,FALSE,Master Naturalist site,42071,020503061709,Pennsylvania,
LCCD.Fish2,Fish2,UNT Fishing Cr. - Fish2,39.828759,-76.242286,,Fishing Creek-Susquehanna River,Osceola Dr.,NAD83,Lancaster County,FALSE,NFWF,42071,020503061709,Pennsylvania,
LCCD.Fish3,Fish3,UNT Fishing Cr. - Fish3,39.809412,-76.233583,,Fishing Creek-Susquehanna River,Fishing Cr. hollow Rd.,NAD83,Lancaster County,FALSE,NFWF,42071,020503061709,Pennsylvania,
LCCD.Fish4,Fish4,Fishing Cr. - Fish4,39.807606,-76.236189,,Fishing Creek-Susquehanna River,Furniss Rd.,NAD83,Lancaster County,FALSE,NFWF,42071,020503061709,Pennsylvania,
